decimalLongitude,decimalLatitude,wc2.1_10m_bio_1,wc2.1_10m_bio_2,wc2.1_10m_bio_3,wc2.1_10m_bio_4,wc2.1_10m_bio_5,wc2.1_10m_bio_6,wc2.1_10m_bio_7,wc2.1_10m_bio_8,wc2.1_10m_bio_9,wc2.1_10m_bio_10,wc2.1_10m_bio_11,wc2.1_10m_bio_12,wc2.1_10m_bio_13,wc2.1_10m_bio_14,wc2.1_10m_bio_15,wc2.1_10m_bio_16,wc2.1_10m_bio_17,wc2.1_10m_bio_18,wc2.1_10m_bio_19,presence
62.358072851318866,33.44008552795276,15.98886489868164,16.23672866821289,38.053646087646484,976.5811767578125,38.314998626708984,-4.353000164031982,42.667999267578125,5.605416774749756,28.101917266845703,28.101917266845703,3.7894999980926514,178,41,0,105.9175796508789,116,0,0,109,0
76.81115939165466,34.4720301409252,2.0530624389648438,12.007708549499512,30.72125244140625,989.26885986328125,21.320999145507813,-17.764999389648438,39.08599853515625,-9.508416175842285,4.166833400726318,13.682250022888184,-10.531457901000977,125,21,3,47.60475540161133,54,17,22,42,0
76.09335995349102,29.655632985988632,24.172813415527344,13.641875267028809,39.93610763549805,729.80023193359375,40.22275161743164,6.063499927520752,34.15925216674805,29.746707916259766,19.624208450317383,32.132667541503906,14.34041690826416,447,127,3,121.43438720703125,336,24,165,36,0
61.40143848769367,27.478807931998745,19.620250701904297,13.77762508392334,40.82894515991211,769.13934326171875,35.79774856567383,2.052999973297119,33.744747161865234,11.300833702087402,19.715084075927734,28.62962532043457,9.710291862487793,96,23,0,87.74517059326172,59,3,12,56,0
68.74160033394583,34.18787853256799,6.4803853034973145,13.2778959274292,33.24398422241211,945.51177978515625,25.973249435424805,-13.967499732971191,39.94075012207031,0.8276249766349792,16.583499908447266,17.810749053955078,-5.877416610717773,372,80,1,93.9013900756836,225,6,8,140,0
66.63345894077793,26.468882786808535,23.63040542602539,14.895395278930664,46.932373046875,612.3165283203125,37.891998291015625,6.1539998054504395,31.737998962402344,28.678707122802734,20.21358299255371,30.14379119873047,15.193291664123535,405,128,4,116.5322265625,264,23,172,49,0
75.39754822547548,26.146307365503162,26.027509689331055,13.897187232971191,41.65167999267578,622.7232666015625,41.61425018310547,8.249000549316406,33.36524963378906,29.094417572021484,24.901166915893555,32.9474983215332,17.47887420654297,568,210,1,158.31509399414063,491,8,49,12,0
67.59848367772065,24.167965580010787,26.16556167602539,10.759742736816406,45.2613525390625,438.51068115234375,35.48611068725586,11.71363639831543,23.77247428894043,29.919822692871094,24.195117950439453,30.5414981842041,19.741750717163086,198,105,1,169.60939025878906,158,6,122,18,0
74.21207241993397,28.86163729056716,25.98554229736328,15.934874534606934,43.65928649902344,748.59881591796875,41.95524978637695,5.457000255584717,36.49824905395508,31.94391632080078,16.803125381469727,33.93775177001953,15.76854133605957,228,69,2,124.44422149658203,174,10,90,13,0
72.53912550210953,31.496106563601643,23.97586441040039,14.086437225341797,38.14929962158203,824.94061279296875,41.020748138427734,4.096250057220459,36.92449951171875,31.425500869750977,19.039958953857422,32.82925033569336,12.993000030517578,316,89,3,104.30281066894531,199,16,196,37,0
